Z:\RAPID Cam 11\, 2024-04-16 17-43-40.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 17-43-40.mkv,Out,329
Z:\RAPID Cam 11\, 2024-04-16 17-59-05.mkv,In,3
Z:\RAPID Cam 11\, 2024-04-16 17-59-05.mkv,Out,291
Z:\RAPID Cam 11\, 2024-04-16 18-14-13.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-16 18-14-13.mkv,Out,320
Z:\RAPID Cam 11\, 2024-04-16 18-29-20.mkv,In,3
Z:\RAPID Cam 11\, 2024-04-16 18-29-20.mkv,Out,357
Z:\RAPID Cam 11\, 2024-04-16 18-44-26.mkv,In,2
Z:\RAPID Cam 11\, 2024-04-16 18-44-26.mkv,Out,327
Z:\RAPID Cam 11\, 2024-04-16 18-59-26.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-16 18-59-26.mkv,Out,292
Z:\RAPID Cam 11\, 2024-04-16 19-14-37.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-16 19-14-37.mkv,Out,286
Z:\RAPID Cam 11\, 2024-04-16 19-29-37.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 19-29-37.mkv,Out,326
Z:\RAPID Cam 11\, 2024-04-16 19-44-58.mkv,In,2
Z:\RAPID Cam 11\, 2024-04-16 19-44-58.mkv,Out,251
Z:\RAPID Cam 11\, 2024-04-16 20-00-08.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 20-00-08.mkv,Out,145
Z:\RAPID Cam 11\, 2024-04-16 20-15-15.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 20-15-15.mkv,Out,115
Z:\RAPID Cam 11\, 2024-04-16 20-30-22.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-16 20-30-22.mkv,Out,103
Z:\RAPID Cam 11\, 2024-04-16 20-45-37.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 20-45-37.mkv,Out,80
Z:\RAPID Cam 11\, 2024-04-16 21-01-01.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-16 21-01-01.mkv,Out,55
Z:\RAPID Cam 11\, 2024-04-16 21-16-08.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 21-16-08.mkv,Out,68
Z:\RAPID Cam 11\, 2024-04-16 21-31-08.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 21-31-08.mkv,Out,91
Z:\RAPID Cam 11\, 2024-04-16 21-46-08.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 21-46-08.mkv,Out,66
Z:\RAPID Cam 11\, 2024-04-16 22-01-08.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-16 22-01-08.mkv,Out,82
Z:\RAPID Cam 11\, 2024-04-16 22-16-08.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 22-16-08.mkv,Out,87
Z:\RAPID Cam 11\, 2024-04-16 22-31-25.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 22-31-25.mkv,Out,72
Z:\RAPID Cam 11\, 2024-04-16 22-46-25.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-16 22-46-25.mkv,Out,74
Z:\RAPID Cam 11\, 2024-04-16 23-01-25.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 23-01-25.mkv,Out,52
Z:\RAPID Cam 11\, 2024-04-16 23-16-27.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 23-16-27.mkv,Out,66
Z:\RAPID Cam 11\, 2024-04-16 23-31-33.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-16 23-31-33.mkv,Out,67
Z:\RAPID Cam 11\, 2024-04-16 23-46-33.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-16 23-46-33.mkv,Out,47
Z:\RAPID Cam 11\, 2024-04-17 00-01-56.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 00-01-56.mkv,Out,47
Z:\RAPID Cam 11\, 2024-04-17 00-16-58.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 00-16-58.mkv,Out,7
Z:\RAPID Cam 11\, 2024-04-17 11-17-24.mkv,In,5
Z:\RAPID Cam 11\, 2024-04-17 11-17-24.mkv,Out,375
Z:\RAPID Cam 11\, 2024-04-17 11-32-42.mkv,In,3
Z:\RAPID Cam 11\, 2024-04-17 11-32-42.mkv,Out,406
Z:\RAPID Cam 11\, 2024-04-17 11-46-35.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 11-46-35.mkv,Out,349
Z:\RAPID Cam 11\, 2024-04-17 12-01-43.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 12-01-43.mkv,Out,360
Z:\RAPID Cam 11\, 2024-04-17 12-17-04.mkv,In,4
Z:\RAPID Cam 11\, 2024-04-17 12-17-04.mkv,Out,360
Z:\RAPID Cam 11\, 2024-04-17 12-32-08.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 12-32-08.mkv,Out,434
Z:\RAPID Cam 11\, 2024-04-17 12-47-27.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 12-47-27.mkv,Out,391
Z:\RAPID Cam 11\, 2024-04-17 13-02-36.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 13-02-36.mkv,Out,391
