Z:\RAPID Cam 5\, 2024-04-16 17-18-07.mkv,In,299
Z:\RAPID Cam 5\, 2024-04-16 17-18-07.mkv,Out,683
Z:\RAPID Cam 5\, 2024-04-16 17-33-14.mkv,In,319
Z:\RAPID Cam 5\, 2024-04-16 17-33-14.mkv,Out,780
Z:\RAPID Cam 5\, 2024-04-16 17-48-21.mkv,In,330
Z:\RAPID Cam 5\, 2024-04-16 17-48-21.mkv,Out,1092
Z:\RAPID Cam 5\, 2024-04-16 18-03-32.mkv,In,298
Z:\RAPID Cam 5\, 2024-04-16 18-03-32.mkv,Out,997
Z:\RAPID Cam 5\, 2024-04-16 18-18-48.mkv,In,304
Z:\RAPID Cam 5\, 2024-04-16 18-18-48.mkv,Out,976
Z:\RAPID Cam 5\, 2024-04-16 18-33-54.mkv,In,293
Z:\RAPID Cam 5\, 2024-04-16 18-33-54.mkv,Out,912
Z:\RAPID Cam 5\, 2024-04-16 18-49-00.mkv,In,239
Z:\RAPID Cam 5\, 2024-04-16 18-49-00.mkv,Out,858
Z:\RAPID Cam 5\, 2024-04-16 19-04-01.mkv,In,232
Z:\RAPID Cam 5\, 2024-04-16 19-04-01.mkv,Out,836
Z:\RAPID Cam 5\, 2024-04-16 19-19-10.mkv,In,241
Z:\RAPID Cam 5\, 2024-04-16 19-19-10.mkv,Out,714
Z:\RAPID Cam 5\, 2024-04-16 19-34-16.mkv,In,215
Z:\RAPID Cam 5\, 2024-04-16 19-34-16.mkv,Out,509
Z:\RAPID Cam 5\, 2024-04-16 19-49-18.mkv,In,225
Z:\RAPID Cam 5\, 2024-04-16 19-49-18.mkv,Out,506
Z:\RAPID Cam 5\, 2024-04-16 20-04-24.mkv,In,194
Z:\RAPID Cam 5\, 2024-04-16 20-04-24.mkv,Out,497
Z:\RAPID Cam 5\, 2024-04-16 20-19-42.mkv,In,221
Z:\RAPID Cam 5\, 2024-04-16 20-19-42.mkv,Out,388
Z:\RAPID Cam 5\, 2024-04-16 20-34-58.mkv,In,294
Z:\RAPID Cam 5\, 2024-04-16 20-34-58.mkv,Out,371
Z:\RAPID Cam 5\, 2024-04-16 20-50-17.mkv,In,84
Z:\RAPID Cam 5\, 2024-04-16 20-50-17.mkv,Out,140
Z:\RAPID Cam 5\, 2024-04-16 21-05-25.mkv,In,265
Z:\RAPID Cam 5\, 2024-04-16 21-05-25.mkv,Out,173
Z:\RAPID Cam 5\, 2024-04-16 21-20-29.mkv,In,258
Z:\RAPID Cam 5\, 2024-04-16 21-20-29.mkv,Out,249
Z:\RAPID Cam 5\, 2024-04-16 21-35-30.mkv,In,171
Z:\RAPID Cam 5\, 2024-04-16 21-35-30.mkv,Out,286
Z:\RAPID Cam 5\, 2024-04-16 21-50-30.mkv,In,195
Z:\RAPID Cam 5\, 2024-04-16 21-50-30.mkv,Out,294
Z:\RAPID Cam 5\, 2024-04-16 22-05-55.mkv,In,154
Z:\RAPID Cam 5\, 2024-04-16 22-05-55.mkv,Out,241
Z:\RAPID Cam 5\, 2024-04-16 22-21-01.mkv,In,168
Z:\RAPID Cam 5\, 2024-04-16 22-21-01.mkv,Out,228
Z:\RAPID Cam 5\, 2024-04-16 22-36-17.mkv,In,127
Z:\RAPID Cam 5\, 2024-04-16 22-36-17.mkv,Out,242
Z:\RAPID Cam 5\, 2024-04-16 22-51-29.mkv,In,148
Z:\RAPID Cam 5\, 2024-04-16 22-51-29.mkv,Out,180
Z:\RAPID Cam 5\, 2024-04-16 23-06-37.mkv,In,138
Z:\RAPID Cam 5\, 2024-04-16 23-06-37.mkv,Out,207
Z:\RAPID Cam 5\, 2024-04-16 23-21-44.mkv,In,139
Z:\RAPID Cam 5\, 2024-04-16 23-21-44.mkv,Out,179
Z:\RAPID Cam 5\, 2024-04-16 23-36-45.mkv,In,122
Z:\RAPID Cam 5\, 2024-04-16 23-36-45.mkv,Out,175
Z:\RAPID Cam 5\, 2024-04-16 23-51-46.mkv,In,85
Z:\RAPID Cam 5\, 2024-04-16 23-51-46.mkv,Out,109
Z:\RAPID Cam 5\, 2024-04-17 00-06-53.mkv,In,89
Z:\RAPID Cam 5\, 2024-04-17 00-06-53.mkv,Out,112
Z:\RAPID Cam 5\, 2024-04-17 00-22-07.mkv,In,81
Z:\RAPID Cam 5\, 2024-04-17 00-22-07.mkv,Out,86
Z:\RAPID Cam 5\, 2024-04-17 00-37-29.mkv,In,83
Z:\RAPID Cam 5\, 2024-04-17 00-37-29.mkv,Out,125
Z:\RAPID Cam 5\, 2024-04-17 00-52-39.mkv,In,100
Z:\RAPID Cam 5\, 2024-04-17 00-52-39.mkv,Out,96
Z:\RAPID Cam 5\, 2024-04-17 01-07-52.mkv,In,51
Z:\RAPID Cam 5\, 2024-04-17 01-07-52.mkv,Out,78
